w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,P2_Tx_W
52.4,7.0,5.8,24.8,22.4,38.8,0.0,0.51,14.0,20.0,0.14,0.02,2.0,16.0,0.105,0.09,0.1,0.37,2.2,0.9,4.1,4.5,17.0,9.0,3.9,0.2,4.3,4.5,0.21,4.0,0.0741249055159054
32.0,4.6,4.6,6.8,11.6,49.6,0.0,0.5,14.0,26.0,0.14,0.08,2.0,12.0,0.035,0.03,0.1,0.07,0.5,0.9,4.7,4.6,24.0,19.0,3.2,5.0,1.4,0.8,0.19,4.4,0.589493482594972
26.0,10.6,8.2,23.6,18.8,14.8,0.0,0.51,14.0,26.0,0.035,0.03,2.0,25.0,0.07,0.02,0.1,0.14,1.1,0.8,4.2,4.2,15.0,17.0,2.9,3.8,0.1,1.9,0.36,3.3,0.257440631139821
21.2,3.4,2.2,18.8,5.6,38.8,0.0,0.5,14.0,33.0,0.07,0.03,2.0,26.0,0.035,0.01,0.1,0.15,0.7,2.2,1.8,4.9,2.0,15.0,3.7,1.1,1.3,0.2,0.22,1.5,1.43156387154002
42.8,11.8,4.6,9.2,22.4,44.8,0.0,0.5,14.0,25.0,0.175,0.05,2.0,11.0,0.07,0.06,0.1,0.29,1.9,2.5,4.9,4.5,20.0,20.0,3.3,2.4,2.9,4.9,1.7,3.1,0.207247116632577
17.6,11.8,11.8,6.8,17.6,6.4,0.0,0.5,14.0,29.0,0.105,0.05,2.0,29.0,0.14,0.01,0.1,0.37,1.4,2.3,4.3,3.8,13.0,28.0,1.9,3.3,1.3,0.6,1.08,2.2,1.04700525824423
20.0,7.0,8.2,11.6,4.4,32.8,0.0,0.5,14.0,27.0,0.175,0.1,2.0,13.0,0.14,0.08,0.1,0.5,0.5,2.7,2.6,2.1,23.0,30.0,5.0,2.3,2.3,2.7,0.33,1.5,0.311189964092064
34.4,13.0,3.4,21.2,9.2,4.0,0.0,0.5,14.0,25.0,0.175,0.04,2.0,32.0,0.105,0.07,0.1,0.46,1.2,2.9,3.9,5.0,20.0,15.0,1.8,1.9,3.7,3.4,0.16,3.1,0.0922167214093617
41.6,11.8,3.4,23.6,12.8,6.4,0.0,0.51,14.0,26.0,0.14,0.08,2.0,15.0,0.14,0.07,0.1,0.26,0.6,3.0,3.3,2.4,11.0,0.0,2.1,0.3,0.4,1.0,0.22,1.5,0.0598300140529423
30.8,8.2,1.0,17.6,6.8,47.2,0.0,0.5,14.0,21.0,0.14,0.04,2.0,28.0,0.175,0.03,0.1,0.33,0.6,2.3,2.5,4.4,12.0,15.0,2.4,1.5,3.7,0.5,0.38,1.1,0.147931628853944
14.0,10.6,3.4,14.0,26.0,23.2,0.0,0.5,14.0,24.0,0.175,0.04,2.0,35.0,0.14,0.01,0.1,0.48,3.2,2.5,4.2,4.4,6.0,25.0,4.9,2.4,2.7,0.4,1.81,3.6,0.539656999604415
40.4,9.4,10.6,11.6,4.4,44.8,0.0,0.5,14.0,27.0,0.105,0.05,2.0,14.0,0.035,0.01,0.1,0.47,0.3,0.5,1.8,4.9,12.0,8.0,1.2,2.6,0.8,4.1,0.18,1.0,0.181076293056392
47.6,1.0,13.0,5.6,16.4,24.4,0.0,0.51,14.0,28.0,0.105,0.07,2.0,9.0,0.175,0.05,0.1,0.21,1.2,1.5,3.9,3.9,4.0,10.0,3.9,1.8,3.9,4.5,0.49,1.4,0.735557613166177
33.2,13.0,9.4,26.0,12.8,4.0,0.0,0.51,14.0,11.0,0.035,0.01,2.0,14.0,0.105,0.1,0.1,0.32,1.4,1.1,3.3,3.8,18.0,18.0,3.9,4.6,0.5,1.1,0.36,1.8,0.134455202824689
22.4,10.6,8.2,5.6,21.2,8.8,0.0,0.51,14.0,35.0,0.105,0.01,2.0,8.0,0.07,0.06,0.1,0.08,1.1,2.4,3.5,3.7,30.0,28.0,4.2,1.4,5.0,2.4,0.36,3.0,0.841824462467768
36.8,11.8,2.2,6.8,15.2,20.8,0.0,0.51,14.0,19.0,0.14,0.08,2.0,28.0,0.105,0.1,0.1,0.21,1.4,1.2,3.6,4.1,3.0,12.0,1.0,2.4,0.8,0.9,0.26,1.2,0.261889280486268
35.6,2.2,4.6,10.4,15.2,42.4,0.0,0.5,14.0,34.0,0.175,0.05,2.0,34.0,0.07,0.02,0.1,0.36,1.0,2.8,3.5,4.0,10.0,21.0,3.5,3.1,1.7,2.3,0.66,2.2,0.339967707703751
28.4,9.4,3.4,9.2,6.8,10.0,0.0,0.5,14.0,22.0,0.105,0.07,2.0,27.0,0.035,0.01,0.1,0.34,0.6,2.0,3.0,4.7,2.0,27.0,2.2,4.8,1.4,3.3,0.52,2.8,0.266625362740341
48.8,13.0,7.0,5.6,17.6,35.2,0.0,0.51,14.0,7.0,0.14,0.07,2.0,24.0,0.14,0.08,0.1,0.32,2.3,0.6,4.0,3.0,27.0,3.0,0.1,4.2,3.6,2.5,0.18,1.5,0.298408105569687
29.6,4.6,7.0,11.6,17.6,24.4,0.0,0.5,14.0,35.0,0.175,0.05,2.0,19.0,0.07,0.02,0.1,0.06,2.3,2.9,3.8,4.2,0.0,16.0,4.9,1.0,4.4,4.5,0.12,1.6,0.654992062007251
15.2,10.6,1.0,5.6,5.6,24.4,0.0,0.51,14.0,15.0,0.105,0.1,2.0,23.0,0.14,0.06,0.1,0.19,0.6,1.9,1.8,3.3,22.0,7.0,4.0,4.2,1.6,2.1,0.59,1.4,1.23112276858524
40.4,13.0,3.4,15.2,11.6,32.8,0.0,0.51,14.0,19.0,0.105,0.07,2.0,21.0,0.14,0.09,0.1,0.47,1.4,1.3,2.2,2.3,12.0,24.0,3.8,4.8,4.4,1.3,0.35,1.6,0.0854193585371252
38.0,3.4,2.2,6.8,8.0,50.8,0.0,0.51,14.0,28.0,0.105,0.1,2.0,21.0,0.14,0.01,0.1,0.27,1.0,1.7,2.7,1.9,9.0,14.0,2.2,4.4,3.1,0.7,0.32,1.8,0.550745273754083
38.0,8.2,4.6,14.0,5.6,17.2,0.0,0.51,14.0,24.0,0.14,0.02,2.0,27.0,0.105,0.03,0.1,0.34,0.5,3.2,2.1,3.5,28.0,0.0,1.4,3.5,1.9,2.9,0.3,1.4,0.116470774495556
44.0,8.2,4.6,3.2,6.8,41.2,0.0,0.5,14.0,19.0,0.105,0.05,2.0,22.0,0.105,0.06,0.1,0.32,0.7,1.5,3.1,3.5,6.0,25.0,0.6,2.8,0.6,4.8,0.31,1.6,0.843432863782073
41.6,2.2,7.0,17.6,5.6,25.6,0.0,0.5,14.0,23.0,0.14,0.03,2.0,32.0,0.175,0.01,0.1,0.5,0.7,2.5,2.2,3.8,15.0,20.0,2.9,2.6,1.9,0.8,0.15,1.0,0.569674999124687
39.2,7.0,13.0,22.4,3.2,16.0,0.0,0.51,14.0,35.0,0.175,0.03,2.0,11.0,0.105,0.08,0.1,0.32,0.4,0.6,1.2,3.0,16.0,29.0,4.3,1.0,0.2,4.9,0.29,1.1,0.0701480631760585
34.4,13.0,11.8,24.8,14.0,19.6,0.0,0.5,14.0,21.0,0.175,0.1,2.0,16.0,0.175,0.05,0.1,0.2,1.1,1.7,4.3,3.6,27.0,10.0,4.0,0.1,2.0,3.2,0.2,1.4,0.0507396663770675
27.2,13.0,10.6,22.4,20.0,47.2,0.0,0.5,14.0,20.0,0.035,0.01,2.0,26.0,0.14,0.06,0.1,0.43,1.2,1.9,3.9,3.1,17.0,10.0,2.5,0.3,1.3,1.7,1.19,2.9,0.122714955263197
44.0,4.6,3.4,11.6,17.6,32.8,0.0,0.5,14.0,28.0,0.035,0.01,2.0,20.0,0.14,0.01,0.1,0.38,1.7,1.1,3.8,4.4,17.0,16.0,3.9,1.5,3.0,2.1,0.5,2.4,0.381271564594607
30.8,13.0,7.0,22.4,17.6,24.4,0.0,0.51,14.0,26.0,0.07,0.02,2.0,23.0,0.175,0.06,0.1,0.49,1.9,3.5,4.0,4.3,10.0,28.0,4.9,4.9,1.3,0.4,0.61,2.6,0.104965455350665
34.4,4.6,4.6,3.2,14.0,8.8,0.0,0.5,14.0,25.0,0.105,0.01,2.0,14.0,0.14,0.05,0.1,0.38,1.1,1.7,3.5,3.1,23.0,27.0,4.7,1.8,1.8,4.3,0.32,2.9,1.23790301396329
46.4,7.0,11.8,5.6,16.4,52.0,0.0,0.5,14.0,18.0,0.035,0.02,2.0,26.0,0.035,0.02,0.1,0.33,1.0,2.2,3.3,4.9,6.0,8.0,4.9,0.8,1.3,1.5,0.74,2.0,0.492360240568748
26.0,8.2,4.6,17.6,9.2,14.8,0.0,0.51,14.0,12.0,0.14,0.03,2.0,11.0,0.175,0.06,0.1,0.17,0.6,1.5,2.5,4.1,3.0,21.0,2.7,0.4,3.1,4.4,0.47,2.1,0.122241099870668
18.8,2.2,10.6,26.0,6.8,12.4,0.0,0.51,14.0,12.0,0.105,0.07,2.0,13.0,0.14,0.06,0.1,0.33,0.8,0.6,4.0,2.9,10.0,16.0,4.0,2.8,3.1,2.2,0.17,1.9,1.52783610687554
17.6,10.6,7.0,18.8,15.2,23.2,0.0,0.51,14.0,20.0,0.14,0.1,2.0,32.0,0.105,0.03,0.1,0.15,1.9,0.8,4.9,2.4,28.0,10.0,4.0,0.3,0.2,4.1,0.63,2.0,0.169869474638428
38.0,8.2,13.0,6.8,23.6,19.6,0.0,0.5,14.0,20.0,0.105,0.04,2.0,24.0,0.105,0.02,0.1,0.38,2.4,0.5,3.9,3.8,27.0,9.0,1.5,4.9,1.9,2.5,0.36,3.6,0.290720781574363
21.2,9.4,7.0,18.8,18.8,13.6,0.0,0.51,14.0,28.0,0.14,0.04,2.0,15.0,0.175,0.06,0.1,0.49,2.1,3.2,4.6,4.7,12.0,4.0,1.8,0.2,4.4,3.4,1.62,3.4,0.183326769680165
46.4,2.2,2.2,17.6,22.4,32.8,0.0,0.5,14.0,28.0,0.175,0.02,2.0,24.0,0.175,0.01,0.1,0.3,2.4,1.4,4.6,3.4,25.0,0.0,3.2,0.9,0.9,0.6,0.78,2.9,0.144262955219873
48.8,10.6,9.4,18.8,20.0,7.6,0.0,0.5,14.0,13.0,0.14,0.1,2.0,19.0,0.14,0.05,0.1,0.44,1.4,0.9,4.8,2.2,7.0,16.0,2.5,0.5,2.8,4.4,0.75,1.5,0.0360370814417122
22.4,8.2,8.2,14.0,8.0,50.8,0.0,0.5,14.0,24.0,0.175,0.09,2.0,12.0,0.175,0.03,0.1,0.38,0.8,2.8,2.6,3.0,15.0,20.0,3.0,4.7,4.0,4.0,0.18,1.8,0.333319387360857
9.2,11.8,10.6,17.6,16.4,24.4,0.0,0.5,14.0,20.0,0.175,0.08,2.0,12.0,0.07,0.06,0.1,0.11,1.4,2.2,4.5,4.7,10.0,17.0,3.7,3.6,3.5,0.4,1.17,2.5,0.599925545182829
22.4,11.8,13.0,4.4,10.4,12.4,0.0,0.51,14.0,31.0,0.14,0.01,2.0,15.0,0.105,0.06,0.1,0.48,1.3,3.3,3.1,4.7,4.0,6.0,4.8,1.2,1.0,3.6,0.71,1.9,1.64839718288585
17.6,9.4,10.6,15.2,11.6,26.8,0.0,0.5,14.0,30.0,0.105,0.01,2.0,15.0,0.035,0.02,0.1,0.48,1.1,2.5,3.9,3.5,13.0,6.0,1.8,0.6,4.0,2.7,1.01,1.0,0.424206523207016
28.4,10.6,10.6,24.8,18.8,42.4,0.0,0.51,14.0,24.0,0.035,0.01,2.0,14.0,0.07,0.07,0.1,0.47,1.1,3.2,5.0,4.4,27.0,8.0,3.0,4.4,1.7,1.6,0.15,2.9,0.686321896142787
24.8,13.0,5.8,6.8,4.4,16.0,0.0,0.5,14.0,24.0,0.14,0.09,2.0,24.0,0.175,0.1,0.1,0.46,0.3,2.9,2.4,1.5,22.0,4.0,1.6,2.4,5.0,3.4,0.18,1.2,0.53486623002546
52.4,5.8,9.4,14.0,10.4,46.0,0.0,0.5,14.0,34.0,0.175,0.09,2.0,35.0,0.14,0.08,0.1,0.17,1.3,2.5,5.0,3.5,17.0,13.0,3.4,4.8,2.3,2.4,0.11,2.8,0.195247090928758
44.0,8.2,2.2,22.4,10.4,8.8,0.0,0.5,14.0,7.0,0.105,0.09,2.0,13.0,0.035,0.03,0.1,0.43,0.5,0.4,3.2,3.6,15.0,0.0,2.0,4.6,2.5,4.6,0.37,1.2,0.0623103657339625
12.8,7.0,1.0,9.2,4.4,35.2,0.0,0.5,14.0,28.0,0.175,0.02,2.0,14.0,0.07,0.02,0.1,0.02,0.5,1.9,2.9,2.1,8.0,25.0,0.3,2.4,1.8,4.9,0.16,1.0,1.5387827856795
39.2,2.2,9.4,11.6,11.6,28.0,0.0,0.5,14.0,24.0,0.175,0.09,2.0,29.0,0.175,0.03,0.1,0.48,1.2,1.5,3.8,2.9,15.0,21.0,3.1,1.6,1.2,4.1,0.23,2.2,0.344101651091646
14.0,8.2,9.4,15.2,3.2,14.8,0.0,0.5,14.0,25.0,0.07,0.03,2.0,31.0,0.07,0.07,0.1,0.38,0.2,2.1,1.9,1.6,7.0,3.0,0.5,1.0,3.1,3.9,0.1,1.1,2.0735384557307
14.0,5.8,13.0,14.0,8.0,48.4,0.0,0.5,14.0,31.0,0.175,0.02,2.0,26.0,0.14,0.09,0.1,0.4,0.6,4.0,4.6,2.9,7.0,30.0,3.6,3.7,3.2,5.0,0.22,2.6,0.90699601735414
9.2,7.0,8.2,22.4,22.4,10.0,0.0,0.51,14.0,27.0,0.07,0.02,2.0,15.0,0.14,0.04,0.1,0.25,2.5,3.0,4.3,5.0,25.0,24.0,0.9,5.0,0.3,1.7,2.39,3.3,0.95012688674713
48.8,5.8,4.6,20.0,14.0,31.6,0.0,0.51,14.0,34.0,0.07,0.03,2.0,35.0,0.035,0.03,0.1,0.19,1.0,3.7,3.5,2.7,4.0,25.0,1.6,2.7,1.2,1.0,0.9,2.6,0.0979295053584042
23.6,9.4,11.8,15.2,8.0,16.0,0.0,0.51,14.0,30.0,0.14,0.04,2.0,21.0,0.07,0.05,0.1,0.36,0.9,0.9,3.0,4.2,15.0,21.0,2.7,4.6,2.1,3.7,0.44,1.5,0.160487870249473
30.8,4.6,5.8,17.6,11.6,10.0,0.0,0.51,14.0,33.0,0.175,0.1,2.0,15.0,0.105,0.1,0.1,0.33,1.2,3.1,4.5,4.7,16.0,17.0,4.9,3.9,3.1,2.6,0.18,1.3,0.250796946430371
11.6,13.0,4.6,20.0,3.2,30.4,0.0,0.51,14.0,35.0,0.105,0.05,2.0,23.0,0.105,0.07,0.1,0.13,0.3,2.4,1.8,3.5,18.0,19.0,3.0,0.3,1.9,4.5,0.19,1.3,0.69416481724302
17.6,7.0,3.4,26.0,21.2,30.4,0.0,0.5,14.0,25.0,0.105,0.09,2.0,18.0,0.07,0.02,0.1,0.46,2.4,1.7,4.1,5.0,22.0,13.0,1.4,1.2,1.4,4.8,1.29,2.7,0.223835283639341
27.2,3.4,3.4,17.6,6.8,49.6,0.0,0.51,14.0,22.0,0.105,0.09,2.0,11.0,0.14,0.1,0.1,0.29,0.8,2.5,4.2,3.8,11.0,22.0,1.1,2.4,3.1,2.4,0.69,1.8,0.31751158889073
34.4,2.2,3.4,22.4,18.8,49.6,0.0,0.5,14.0,35.0,0.07,0.01,2.0,31.0,0.175,0.05,0.1,0.28,1.7,0.8,5.0,4.5,25.0,11.0,1.1,3.9,1.9,4.4,0.65,3.7,0.373397221182049
18.8,7.0,3.4,15.2,14.0,31.6,0.0,0.5,14.0,32.0,0.175,0.09,2.0,21.0,0.07,0.04,0.1,0.42,0.8,1.9,3.2,3.8,29.0,0.0,4.3,4.0,4.9,2.7,0.44,3.0,0.224188814987838
33.2,4.6,9.4,10.4,9.2,37.6,0.0,0.5,14.0,33.0,0.14,0.01,2.0,25.0,0.07,0.03,0.1,0.32,1.1,1.4,2.8,4.1,12.0,19.0,1.4,5.0,3.6,3.8,0.61,2.5,0.263627997058692
15.2,3.4,11.8,20.0,17.6,41.2,0.0,0.5,14.0,25.0,0.105,0.06,2.0,20.0,0.07,0.03,0.1,0.08,1.6,2.5,3.5,3.8,11.0,20.0,0.6,3.7,0.2,3.4,1.21,2.5,0.528133657915809
45.2,2.2,2.2,12.8,12.8,53.2,0.0,0.51,14.0,25.0,0.175,0.02,2.0,16.0,0.14,0.01,0.1,0.11,1.1,1.8,3.0,3.1,7.0,21.0,1.2,4.2,2.8,4.0,0.75,1.7,0.200629924808274
32.0,4.6,4.6,5.6,8.0,19.6,0.0,0.51,14.0,21.0,0.14,0.01,2.0,29.0,0.105,0.06,0.1,0.38,0.9,2.1,3.8,3.7,11.0,30.0,0.1,1.8,1.3,3.8,0.84,2.5,0.847254436279174
24.8,9.4,8.2,14.0,22.4,38.8,0.0,0.5,14.0,30.0,0.07,0.07,2.0,30.0,0.07,0.06,0.1,0.21,2.7,3.3,4.4,4.3,10.0,5.0,0.8,4.3,4.2,1.5,0.43,3.2,0.360825584408541
28.4,7.0,10.6,10.4,26.0,44.8,0.0,0.5,14.0,28.0,0.105,0.04,2.0,24.0,0.07,0.07,0.1,0.18,2.4,3.6,4.2,4.1,3.0,22.0,0.6,4.7,0.1,1.8,1.0,4.0,0.337769782587753
20.0,2.2,7.0,24.8,23.6,32.8,0.0,0.5,14.0,28.0,0.175,0.09,2.0,28.0,0.07,0.04,0.1,0.3,2.3,0.6,4.8,4.1,16.0,0.0,2.5,4.4,4.8,2.6,0.16,2.3,1.02971720824395
14.0,11.8,9.4,20.0,14.0,23.2,0.0,0.5,14.0,32.0,0.14,0.01,2.0,35.0,0.14,0.01,0.1,0.16,1.5,4.0,3.7,3.3,6.0,18.0,3.4,0.4,1.9,2.1,0.54,3.1,0.319171368339363
11.6,5.8,7.0,12.8,18.8,34.0,0.0,0.5,14.0,23.0,0.175,0.08,2.0,19.0,0.07,0.02,0.1,0.2,0.9,2.6,3.8,5.0,29.0,26.0,1.2,4.9,1.1,4.4,0.13,2.5,1.81669205943845
17.6,2.2,9.4,16.4,12.8,25.6,0.0,0.51,14.0,15.0,0.175,0.06,2.0,28.0,0.105,0.01,0.1,0.18,1.4,1.3,4.0,4.5,12.0,6.0,1.0,3.4,2.7,3.5,1.11,3.8,0.524493875686081
20.0,3.4,3.4,6.8,17.6,19.6,0.0,0.5,14.0,8.0,0.105,0.06,2.0,29.0,0.14,0.08,0.1,0.37,1.4,0.6,4.9,4.5,28.0,22.0,0.1,2.1,2.0,1.4,0.15,4.3,2.15883228538648
33.2,3.4,2.2,17.6,6.8,46.0,0.0,0.51,14.0,19.0,0.14,0.02,2.0,27.0,0.14,0.09,0.1,0.48,0.6,1.4,1.7,4.1,25.0,18.0,2.0,1.7,0.4,5.0,0.39,1.2,0.211564535929349
36.8,9.4,2.2,10.4,8.0,47.2,0.0,0.51,14.0,32.0,0.07,0.07,2.0,19.0,0.07,0.01,0.1,0.22,0.7,3.7,3.5,1.5,9.0,23.0,1.5,1.1,1.0,3.2,0.54,1.0,0.239006118123973
20.0,8.2,9.4,21.2,21.2,30.4,0.0,0.5,14.0,33.0,0.175,0.01,2.0,16.0,0.105,0.1,0.1,0.24,1.3,2.9,3.8,4.6,6.0,28.0,0.8,3.6,3.6,0.2,0.17,2.8,0.307094417368136
33.2,3.4,7.0,21.2,16.4,10.0,0.0,0.5,14.0,16.0,0.14,0.08,2.0,14.0,0.035,0.02,0.1,0.3,1.4,1.5,4.0,1.6,21.0,17.0,0.2,3.2,0.7,0.4,0.99,1.0,0.127832450653797
33.2,2.2,9.4,21.2,6.8,50.8,0.0,0.51,14.0,35.0,0.105,0.03,2.0,14.0,0.14,0.08,0.1,0.21,0.4,2.3,2.7,3.9,12.0,18.0,2.1,4.2,1.7,4.2,0.36,2.6,0.456967382669849
38.0,9.4,13.0,23.6,22.4,40.0,0.0,0.5,14.0,34.0,0.14,0.04,2.0,13.0,0.07,0.07,0.1,0.28,1.8,4.5,4.5,3.2,5.0,7.0,3.1,5.0,2.2,0.6,1.22,2.8,0.0609735756371656
30.8,10.6,2.2,10.4,8.0,20.8,0.0,0.51,14.0,31.0,0.105,0.02,2.0,10.0,0.14,0.02,0.1,0.23,0.4,2.6,3.7,4.3,21.0,24.0,0.4,1.6,1.8,2.8,0.14,2.7,0.447783255505787
26.0,13.0,4.6,23.6,14.0,48.4,0.0,0.51,14.0,31.0,0.14,0.06,2.0,31.0,0.14,0.08,0.1,0.43,0.7,2.7,3.3,1.9,18.0,14.0,0.6,3.6,4.2,4.7,0.31,1.7,0.107004276551111
50.0,10.6,3.4,12.8,6.8,30.4,0.0,0.5,14.0,21.0,0.105,0.06,2.0,32.0,0.035,0.02,0.1,0.47,0.8,1.0,2.7,4.9,26.0,19.0,2.2,3.2,4.7,3.0,0.6,2.6,0.0822142227071039
29.6,7.0,5.8,24.8,14.0,7.6,0.0,0.5,14.0,29.0,0.14,0.07,2.0,21.0,0.105,0.1,0.1,0.34,1.5,3.4,4.7,4.3,14.0,0.0,5.0,2.0,0.9,1.5,0.2,1.7,0.172166047252294
36.8,1.0,13.0,12.8,10.4,4.0,0.0,0.51,14.0,29.0,0.175,0.08,2.0,16.0,0.105,0.04,0.1,0.32,1.2,2.4,4.8,4.0,10.0,2.0,1.3,2.9,3.4,2.1,1.07,1.2,1.23460990926916
44.0,4.6,8.2,20.0,18.8,38.8,0.0,0.51,14.0,34.0,0.07,0.01,2.0,9.0,0.14,0.03,0.1,0.16,1.4,1.0,4.2,4.4,16.0,22.0,3.4,2.9,0.4,2.5,0.68,2.5,0.117081412613317
22.4,3.4,4.6,17.6,12.8,8.8,0.0,0.51,14.0,33.0,0.105,0.01,2.0,23.0,0.14,0.06,0.1,0.35,1.2,3.9,3.0,4.0,2.0,22.0,3.8,4.8,3.8,3.7,0.47,2.8,0.461086792600366
36.8,10.6,8.2,4.4,9.2,17.2,0.0,0.51,14.0,19.0,0.14,0.08,2.0,24.0,0.105,0.1,0.1,0.46,0.7,0.6,1.9,2.0,6.0,25.0,1.7,4.4,2.3,4.0,0.48,1.0,0.527552488280548
26.0,9.4,4.6,26.0,14.0,35.2,0.0,0.5,14.0,20.0,0.175,0.05,2.0,16.0,0.175,0.02,0.1,0.38,1.7,2.4,3.1,4.4,2.0,22.0,1.7,4.5,1.5,0.4,0.14,1.3,0.203046400457614
34.4,9.4,11.8,10.4,12.8,32.8,0.0,0.5,14.0,17.0,0.14,0.05,2.0,14.0,0.105,0.08,0.1,0.22,0.8,1.9,3.0,3.0,5.0,6.0,2.9,2.7,1.5,4.8,0.69,1.7,0.198950584125698
24.8,11.8,5.8,3.2,9.2,24.4,0.0,0.5,14.0,21.0,0.175,0.01,2.0,31.0,0.105,0.07,0.1,0.36,1.2,2.6,4.9,4.9,6.0,5.0,4.1,4.3,0.6,1.9,0.31,1.3,1.62760462010088
11.6,8.2,10.6,23.6,21.2,31.6,0.0,0.5,14.0,26.0,0.14,0.02,2.0,20.0,0.07,0.01,0.1,0.27,1.6,2.3,4.1,4.1,14.0,11.0,4.4,4.5,2.8,1.3,0.21,4.0,0.723515775913978
35.6,11.8,1.0,6.8,5.6,47.2,0.0,0.51,14.0,25.0,0.105,0.04,2.0,30.0,0.035,0.03,0.1,0.15,0.6,1.1,2.5,3.9,18.0,24.0,4.1,2.4,0.7,1.2,0.12,1.9,0.707078278936684
51.2,11.8,5.8,6.8,18.8,53.2,0.0,0.5,14.0,33.0,0.14,0.04,2.0,26.0,0.14,0.02,0.1,0.29,1.9,4.3,4.0,2.7,22.0,10.0,2.3,1.4,3.1,2.1,0.84,1.7,0.277188908174307
39.2,13.0,8.2,21.2,24.8,30.4,0.0,0.5,14.0,31.0,0.175,0.09,2.0,28.0,0.14,0.1,0.1,0.33,1.6,1.2,4.4,4.9,23.0,28.0,0.3,3.8,2.6,4.7,0.6,3.1,0.117391418994137
45.2,9.4,13.0,23.6,23.6,46.0,0.0,0.5,14.0,29.0,0.105,0.01,2.0,14.0,0.14,0.03,0.1,0.14,1.5,1.1,4.6,4.7,29.0,5.0,4.2,3.4,2.9,0.1,0.86,4.4,0.0501143385589307
29.6,7.0,9.4,23.6,20.0,41.2,0.0,0.5,14.0,20.0,0.105,0.05,2.0,10.0,0.07,0.07,0.1,0.15,1.7,0.8,4.5,3.9,11.0,21.0,2.3,4.8,2.4,2.7,0.22,3.7,0.205553236728646
17.6,9.4,11.8,24.8,21.2,18.4,0.0,0.51,14.0,35.0,0.14,0.09,2.0,27.0,0.035,0.02,0.1,0.33,2.7,2.1,5.0,3.2,8.0,24.0,1.6,1.8,3.1,0.1,0.63,1.6,0.151794402318464
17.6,4.6,8.2,11.6,20.0,6.4,0.0,0.5,14.0,29.0,0.175,0.09,2.0,34.0,0.07,0.06,0.1,0.15,2.3,2.3,4.3,4.0,29.0,1.0,3.1,1.9,0.6,2.3,2.13,3.6,0.546787839281207
51.2,10.6,3.4,5.6,6.8,25.6,0.0,0.51,14.0,22.0,0.105,0.09,2.0,19.0,0.105,0.08,0.1,0.17,0.8,1.2,3.2,3.8,17.0,9.0,1.4,3.8,1.4,0.6,0.14,2.9,0.395554293009997
46.4,8.2,7.0,9.2,16.4,12.4,0.0,0.5,14.0,33.0,0.175,0.1,2.0,9.0,0.14,0.1,0.1,0.41,0.8,1.0,3.9,3.1,15.0,14.0,4.4,1.6,1.9,3.5,0.33,1.2,0.0890330629603546
20.0,9.4,8.2,24.8,18.8,37.6,0.0,0.51,14.0,34.0,0.14,0.03,2.0,26.0,0.175,0.01,0.1,0.29,1.4,3.4,4.9,4.3,18.0,18.0,0.3,3.8,4.4,1.4,0.59,3.6,0.158023994725485
50.0,1.0,7.0,11.6,9.2,10.0,0.0,0.5,14.0,35.0,0.07,0.07,2.0,30.0,0.175,0.03,0.1,0.46,1.2,4.7,4.7,2.5,14.0,17.0,0.3,1.7,3.5,4.2,0.4,2.2,1.11344658013458
46.4,9.4,11.8,15.2,17.6,11.2,0.0,0.51,14.0,27.0,0.14,0.05,2.0,24.0,0.07,0.06,0.1,0.22,1.5,2.3,5.0,4.9,1.0,10.0,4.0,0.8,0.3,4.8,0.59,3.1,0.0640917887875141
34.4,2.2,3.4,10.4,12.8,35.2,0.0,0.51,14.0,25.0,0.14,0.03,2.0,32.0,0.105,0.1,0.1,0.14,1.5,2.1,4.3,4.0,0.0,15.0,3.1,1.9,0.4,3.1,0.66,3.6,0.368321800929313
41.6,8.2,13.0,5.6,14.0,18.4,0.0,0.5,14.0,9.0,0.175,0.01,2.0,15.0,0.07,0.02,0.1,0.47,1.4,0.8,3.0,4.5,28.0,23.0,4.4,3.6,1.8,3.5,0.45,2.7,0.357785435307953
50.0,4.6,10.6,9.2,15.2,36.4,0.0,0.51,14.0,15.0,0.105,0.03,2.0,14.0,0.105,0.1,0.1,0.32,1.2,1.8,4.6,3.4,13.0,13.0,3.9,0.9,2.1,1.7,0.89,1.3,0.212174724327375
52.4,11.8,9.4,10.4,15.2,24.4,0.0,0.5,14.0,21.0,0.07,0.04,2.0,18.0,0.07,0.04,0.1,0.12,1.6,0.3,4.1,3.3,4.0,1.0,2.8,1.6,4.7,3.3,0.25,2.7,0.146740971149497
24.8,4.6,8.2,20.0,12.8,16.0,0.0,0.51,14.0,34.0,0.14,0.02,2.0,29.0,0.105,0.02,0.1,0.42,1.6,2.4,3.0,3.0,23.0,22.0,0.9,2.7,5.0,2.0,0.8,2.2,0.209123197928887
