w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,totalloss_W
36.8,2.2,5.8,23.6,18.8,12.4,0.0,0.51,14.0,29.0,0.105,0.04,2.0,26.0,0.14,0.01,0.1,0.27,1.7,0.8,3.3,4.2,6.0,30.0,0.7,4.4,4.6,5.0,0.38,2.7,14.180143862077134
50.0,3.4,8.2,4.4,14.0,29.2,0.0,0.5,14.0,27.0,0.175,0.05,2.0,19.0,0.035,0.03,0.1,0.25,0.8,1.5,3.9,2.8,11.0,9.0,2.3,3.2,1.7,4.0,0.61,1.1,31.424683322855795
34.4,5.8,5.8,15.2,18.8,7.6,0.0,0.51,14.0,32.0,0.14,0.06,2.0,11.0,0.105,0.03,0.1,0.15,1.2,3.2,5.0,3.0,26.0,28.0,1.7,4.5,2.8,3.5,1.07,2.6,9.500263277242142
38.0,3.4,11.8,15.2,20.0,32.8,0.0,0.51,14.0,29.0,0.14,0.08,2.0,8.0,0.14,0.04,0.1,0.03,1.1,1.5,4.8,3.2,1.0,29.0,2.3,2.8,3.4,2.1,0.93,2.1,16.864790494626487
9.2,8.2,3.4,14.0,20.0,48.4,0.0,0.51,14.0,28.0,0.07,0.02,2.0,14.0,0.14,0.06,0.1,0.34,2.4,1.8,4.6,2.7,1.0,14.0,4.6,3.4,4.8,3.8,1.26,2.3,27.428547800332232
12.8,5.8,13.0,9.2,22.4,12.4,0.0,0.5,14.0,27.0,0.07,0.07,2.0,17.0,0.14,0.08,0.1,0.23,2.5,0.6,5.0,4.4,28.0,14.0,4.2,1.0,0.5,4.5,0.59,2.8,14.807990018995238
9.2,8.2,7.0,18.8,6.8,30.4,0.0,0.51,14.0,14.0,0.175,0.07,2.0,21.0,0.07,0.02,0.1,0.35,0.7,1.7,4.0,2.9,26.0,14.0,3.9,0.7,2.4,1.9,0.37,1.1,17.766078182291754
41.6,7.0,5.8,14.0,20.0,25.6,0.0,0.5,14.0,31.0,0.105,0.01,2.0,33.0,0.175,0.07,0.1,0.5,2.3,4.1,5.0,4.5,13.0,28.0,0.7,2.4,4.5,1.3,0.14,3.8,37.46282944784677
46.4,8.2,11.8,18.8,16.4,10.0,0.0,0.5,14.0,20.0,0.105,0.08,2.0,8.0,0.14,0.07,0.1,0.05,1.5,1.7,4.9,3.4,16.0,17.0,4.3,2.6,0.2,2.6,0.72,2.7,11.743016158869608
9.2,11.8,5.8,23.6,4.4,8.8,0.0,0.5,14.0,35.0,0.175,0.09,2.0,28.0,0.14,0.04,0.1,0.22,0.4,4.0,1.3,3.4,6.0,29.0,5.0,3.4,5.0,3.9,0.12,1.2,29.0056178213877
17.6,9.4,10.6,26.0,24.8,8.8,0.0,0.51,14.0,27.0,0.07,0.01,2.0,34.0,0.175,0.08,0.1,0.01,2.5,2.8,5.0,4.5,1.0,28.0,2.4,3.6,1.6,1.6,1.26,4.1,10.335913478703183
44.0,9.4,2.2,23.6,17.6,36.4,0.0,0.5,14.0,13.0,0.175,0.07,2.0,12.0,0.175,0.1,0.1,0.19,1.8,1.3,4.6,4.8,29.0,16.0,2.4,0.4,1.5,1.5,1.08,2.3,9.553211231609623
15.2,10.6,3.4,8.0,4.4,50.8,0.0,0.51,14.0,11.0,0.14,0.08,2.0,15.0,0.105,0.06,0.1,0.18,0.5,1.3,1.9,2.5,15.0,10.0,3.3,1.5,4.4,1.8,0.19,1.3,20.193893245707397
21.2,11.8,4.6,24.8,10.4,12.4,0.0,0.5,14.0,20.0,0.105,0.09,2.0,29.0,0.175,0.1,0.1,0.22,1.3,1.0,2.7,4.7,16.0,23.0,3.6,1.3,3.4,0.5,0.66,2.1,10.241352583606933
32.0,4.6,13.0,16.4,9.2,49.6,0.0,0.5,14.0,26.0,0.175,0.03,2.0,30.0,0.105,0.03,0.1,0.0,1.0,2.8,2.9,5.0,9.0,8.0,3.4,2.2,1.7,1.8,0.9,1.7,12.644557023187007
18.8,9.4,9.4,12.8,11.6,6.4,0.0,0.5,14.0,35.0,0.105,0.04,2.0,28.0,0.07,0.02,0.1,0.18,0.6,2.7,3.8,2.8,14.0,6.0,0.9,0.2,5.0,2.5,0.44,1.8,15.2854836756384
42.8,8.2,3.4,14.0,4.4,17.2,0.0,0.51,14.0,35.0,0.07,0.04,2.0,23.0,0.105,0.03,0.1,0.26,0.4,1.8,2.1,2.9,4.0,28.0,3.3,1.5,3.3,2.5,0.19,1.2,37.092107465432036
34.4,3.4,8.2,8.0,12.8,37.6,0.0,0.5,14.0,28.0,0.105,0.08,2.0,30.0,0.175,0.01,0.1,0.49,1.4,2.4,4.0,1.8,3.0,21.0,0.1,2.7,3.8,4.5,0.81,1.3,12.051942864022882
51.2,13.0,5.8,10.4,8.0,29.2,0.0,0.51,14.0,16.0,0.07,0.01,2.0,31.0,0.035,0.01,0.1,0.42,0.9,1.4,3.5,3.2,2.0,0.0,3.4,2.5,4.1,4.4,0.31,2.3,33.3036730029907
18.8,5.8,1.0,9.2,10.4,35.2,0.0,0.51,14.0,24.0,0.105,0.03,2.0,6.0,0.105,0.06,0.1,0.46,1.2,3.2,3.9,4.0,22.0,4.0,3.6,4.8,0.4,1.7,0.27,1.5,28.803884475225036
17.6,9.4,7.0,10.4,24.8,13.6,0.0,0.5,14.0,28.0,0.07,0.03,2.0,8.0,0.07,0.06,0.1,0.43,2.8,3.1,5.0,4.3,18.0,3.0,5.0,1.6,1.4,2.0,1.85,2.9,14.095629244748348
16.4,5.8,5.8,23.6,12.8,38.8,0.0,0.51,14.0,34.0,0.105,0.01,2.0,28.0,0.105,0.01,0.1,0.39,1.7,3.2,4.4,4.1,19.0,5.0,1.2,2.6,5.0,3.1,0.18,1.5,29.348111660215555
39.2,13.0,5.8,10.4,10.4,29.2,0.0,0.51,14.0,25.0,0.035,0.02,2.0,24.0,0.105,0.05,0.1,0.47,0.8,1.4,3.8,4.9,4.0,8.0,0.2,1.8,3.2,1.3,0.64,3.6,22.333358384096773
14.0,5.8,10.6,10.4,21.2,8.8,0.0,0.51,14.0,31.0,0.07,0.03,2.0,22.0,0.14,0.03,0.1,0.38,1.2,3.4,4.5,3.2,6.0,9.0,2.0,0.4,0.8,2.2,0.2,2.6,24.79087055045191
45.2,1.0,5.8,11.6,8.0,48.4,0.0,0.5,14.0,26.0,0.14,0.09,2.0,32.0,0.105,0.06,0.1,0.12,0.9,1.1,2.2,2.7,14.0,11.0,2.5,2.9,2.2,1.8,0.36,1.8,18.472805073936428
5.6,3.4,8.2,6.8,11.6,5.2,0.0,0.51,14.0,34.0,0.14,0.08,2.0,24.0,0.035,0.03,0.1,0.08,0.9,3.9,3.5,2.9,2.0,16.0,4.5,2.7,2.8,1.5,0.68,1.5,37.256439354488364
22.4,11.8,3.4,9.2,18.8,12.4,0.0,0.51,14.0,22.0,0.175,0.09,2.0,23.0,0.035,0.01,0.1,0.16,1.9,1.8,5.0,3.9,4.0,7.0,1.2,4.0,2.4,0.2,1.45,1.9,19.237315504966123
29.6,10.6,3.4,15.2,17.6,36.4,0.0,0.5,14.0,17.0,0.105,0.1,2.0,32.0,0.07,0.03,0.1,0.31,1.7,1.4,4.2,3.7,26.0,22.0,0.5,0.1,4.5,2.8,0.83,1.3,16.35611710804423
44.0,4.6,1.0,3.2,12.8,22.0,0.0,0.5,14.0,32.0,0.035,0.01,2.0,31.0,0.14,0.05,0.1,0.09,1.3,4.1,4.2,3.4,27.0,8.0,0.3,4.3,4.1,3.2,1.05,1.9,27.3342337427575
22.4,8.2,4.6,3.2,10.4,44.8,0.0,0.5,14.0,32.0,0.175,0.09,2.0,6.0,0.07,0.02,0.1,0.37,1.1,1.7,3.1,4.0,18.0,2.0,0.6,0.4,4.1,0.5,0.2,1.3,28.734995501554668
18.8,2.2,10.6,15.2,16.4,22.0,0.0,0.51,14.0,10.0,0.175,0.06,2.0,13.0,0.14,0.07,0.1,0.19,0.9,0.3,3.6,3.9,8.0,17.0,3.2,1.1,1.4,4.0,0.22,1.7,14.509766903695985
48.8,2.2,4.6,24.8,9.2,44.8,0.0,0.5,14.0,33.0,0.14,0.01,2.0,17.0,0.035,0.03,0.1,0.15,0.8,3.1,3.8,2.5,16.0,6.0,2.8,1.3,0.9,0.8,0.37,1.2,35.83878024241902
9.2,5.8,2.2,15.2,20.0,20.8,0.0,0.51,14.0,18.0,0.105,0.1,2.0,10.0,0.105,0.09,0.1,0.37,1.8,1.5,3.5,3.8,30.0,9.0,4.1,4.6,2.9,0.9,1.02,3.2,33.51053204685998
40.4,8.2,3.4,22.4,18.8,12.4,0.0,0.5,14.0,9.0,0.07,0.07,2.0,11.0,0.105,0.09,0.1,0.48,2.2,1.0,4.9,4.2,2.0,6.0,2.0,3.6,2.0,4.3,0.81,1.3,16.29407110580523
35.6,4.6,1.0,8.0,10.4,49.6,0.0,0.51,14.0,33.0,0.105,0.08,2.0,15.0,0.175,0.01,0.1,0.29,0.5,4.3,4.0,2.7,12.0,5.0,0.8,1.5,0.5,0.6,0.42,2.1,26.42885006871507
46.4,9.4,7.0,12.8,9.2,20.8,0.0,0.51,14.0,24.0,0.14,0.08,2.0,18.0,0.07,0.03,0.1,0.04,0.8,1.0,5.0,2.9,22.0,15.0,1.5,3.2,4.9,4.6,0.64,2.1,17.59485803443357
6.8,8.2,3.4,23.6,5.6,6.4,0.0,0.51,14.0,35.0,0.175,0.05,2.0,20.0,0.14,0.09,0.1,0.02,0.3,3.2,2.8,2.7,6.0,7.0,1.3,4.1,3.6,4.9,0.26,1.4,23.32546281971038
34.4,9.4,7.0,8.0,14.0,30.4,0.0,0.51,14.0,33.0,0.105,0.02,2.0,8.0,0.14,0.04,0.1,0.07,0.8,4.1,3.5,4.7,3.0,25.0,1.4,1.8,2.6,2.1,0.73,2.8,13.047705168139318
45.2,9.4,13.0,18.8,17.6,35.2,0.0,0.5,14.0,25.0,0.07,0.03,2.0,24.0,0.07,0.04,0.1,0.2,0.8,1.2,3.4,3.3,1.0,30.0,4.6,0.3,0.6,4.5,0.71,2.8,16.471350138711614
27.2,10.6,10.6,9.2,16.4,19.6,0.0,0.51,14.0,24.0,0.07,0.01,2.0,11.0,0.105,0.05,0.1,0.41,1.4,2.1,3.6,3.4,28.0,21.0,4.4,4.6,4.8,3.8,1.36,2.2,12.428168255509497
11.6,2.2,2.2,20.0,6.8,22.0,0.0,0.51,14.0,35.0,0.105,0.05,2.0,24.0,0.14,0.05,0.1,0.24,0.6,2.4,4.8,1.5,14.0,10.0,1.3,4.7,0.5,2.7,0.36,1.0,31.131723645401085
33.2,5.8,7.0,16.4,23.6,22.0,0.0,0.5,14.0,35.0,0.07,0.06,2.0,25.0,0.14,0.08,0.1,0.5,1.7,2.1,4.7,3.5,22.0,7.0,0.4,2.0,4.3,2.0,0.52,3.2,14.391216034948993
35.6,3.4,7.0,6.8,9.2,36.4,0.0,0.5,14.0,33.0,0.105,0.01,2.0,16.0,0.14,0.06,0.1,0.19,1.2,4.1,1.7,3.9,27.0,17.0,0.2,1.5,5.0,2.5,0.44,1.3,10.292108496880731
40.4,1.0,8.2,9.2,5.6,30.4,0.0,0.51,14.0,15.0,0.14,0.04,2.0,24.0,0.14,0.08,0.1,0.42,0.6,1.8,2.5,5.0,18.0,20.0,4.5,1.6,4.0,1.5,0.47,1.7,15.542620618241
11.6,2.2,5.8,10.4,21.2,37.6,0.0,0.51,14.0,35.0,0.175,0.01,2.0,18.0,0.14,0.1,0.1,0.33,2.2,0.9,4.6,5.0,19.0,5.0,4.8,0.4,3.2,3.0,0.26,4.5,26.429819687148928
22.4,13.0,5.8,20.0,21.2,20.8,0.0,0.51,14.0,34.0,0.175,0.01,2.0,25.0,0.035,0.01,0.1,0.43,1.8,4.4,4.4,4.4,15.0,23.0,3.8,0.1,2.4,2.2,0.83,2.5,16.219870088000594
29.6,13.0,3.4,23.6,10.4,30.4,0.0,0.51,14.0,35.0,0.07,0.06,2.0,18.0,0.175,0.06,0.1,0.02,1.3,1.8,1.8,4.5,13.0,30.0,5.0,2.2,1.0,3.8,0.36,1.7,17.297929396096922
34.4,10.6,7.0,8.0,17.6,49.6,0.0,0.5,14.0,30.0,0.14,0.01,2.0,4.0,0.105,0.02,0.1,0.03,2.0,1.9,4.5,1.8,24.0,29.0,0.1,4.4,4.7,2.3,1.07,1.0,17.593206354297635
23.6,4.6,11.8,8.0,16.4,23.2,0.0,0.5,14.0,12.0,0.175,0.07,2.0,29.0,0.035,0.03,0.1,0.27,1.1,1.3,4.3,4.1,17.0,3.0,1.1,4.8,2.6,4.2,1.05,3.3,12.754484220830822
14.0,11.8,2.2,24.8,14.0,49.6,0.0,0.5,14.0,27.0,0.175,0.06,2.0,15.0,0.105,0.01,0.1,0.29,1.3,2.3,4.1,3.2,23.0,13.0,3.3,4.1,2.5,3.8,0.36,2.4,31.20331445267089
44.0,11.8,7.0,21.2,9.2,44.8,0.0,0.5,14.0,14.0,0.175,0.08,2.0,24.0,0.175,0.03,0.1,0.07,1.1,1.6,3.9,4.6,30.0,19.0,2.5,2.5,0.6,4.1,0.28,2.2,13.419169695691421
47.6,5.8,4.6,6.8,22.4,42.4,0.0,0.51,14.0,34.0,0.175,0.1,2.0,9.0,0.105,0.08,0.1,0.34,2.4,2.6,4.8,5.0,29.0,22.0,1.3,1.9,1.2,3.5,1.25,2.1,11.959528981935406
45.2,5.8,5.8,15.2,18.8,28.0,0.0,0.5,14.0,19.0,0.14,0.03,2.0,26.0,0.105,0.04,0.1,0.1,2.2,1.6,4.3,4.4,9.0,25.0,4.3,1.2,2.5,2.2,0.33,4.1,13.871668807812117
15.2,11.8,5.8,22.4,22.4,13.6,0.0,0.5,14.0,24.0,0.175,0.03,2.0,33.0,0.105,0.05,0.1,0.49,1.3,2.9,4.6,3.1,27.0,3.0,3.0,4.0,1.6,0.4,0.42,2.3,11.941825719557082
41.6,5.8,2.2,26.0,20.0,47.2,0.0,0.5,14.0,34.0,0.105,0.02,2.0,12.0,0.14,0.06,0.1,0.08,1.5,4.3,4.4,4.1,19.0,3.0,0.2,3.0,0.6,0.3,0.84,3.6,12.351911510317036
29.6,8.2,13.0,14.0,8.0,6.4,0.0,0.51,14.0,21.0,0.175,0.09,2.0,28.0,0.07,0.03,0.1,0.13,1.0,2.8,2.6,3.2,18.0,18.0,1.3,2.5,3.4,1.8,0.5,1.7,13.635631784229886
46.4,8.2,10.6,12.8,5.6,28.0,0.0,0.51,14.0,18.0,0.035,0.01,2.0,24.0,0.07,0.04,0.1,0.25,0.6,2.4,3.6,3.6,4.0,16.0,2.6,3.3,0.1,4.2,0.54,1.4,35.52305074843004
39.2,5.8,10.6,8.0,6.8,30.4,0.0,0.51,14.0,29.0,0.175,0.1,2.0,8.0,0.07,0.02,0.1,0.36,0.5,1.4,4.0,4.4,4.0,25.0,4.6,2.3,2.3,1.3,0.49,1.6,15.827595552022313
11.6,13.0,8.2,18.8,5.6,36.4,0.0,0.5,14.0,18.0,0.07,0.07,2.0,28.0,0.175,0.06,0.1,0.41,0.6,0.8,3.6,2.2,16.0,28.0,0.6,1.4,2.5,2.3,0.28,1.5,17.969373701432136
51.2,1.0,11.8,9.2,6.8,14.8,0.0,0.5,14.0,19.0,0.035,0.03,2.0,13.0,0.105,0.04,0.1,0.24,0.5,0.3,1.9,1.5,17.0,21.0,4.9,0.6,0.3,3.4,0.28,1.2,46.10273485567993
47.6,8.2,10.6,6.8,22.4,24.4,0.0,0.5,14.0,26.0,0.105,0.01,2.0,25.0,0.105,0.04,0.1,0.32,1.8,2.5,4.1,3.4,16.0,4.0,3.0,1.6,3.5,0.5,0.87,2.8,14.115524440068382
47.6,4.6,3.4,8.0,8.0,6.4,0.0,0.5,14.0,33.0,0.105,0.02,2.0,18.0,0.14,0.05,0.1,0.27,0.7,2.7,4.4,3.7,17.0,21.0,4.2,4.3,2.4,0.3,0.15,1.1,34.52365501367416
38.0,7.0,11.8,12.8,14.0,42.4,0.0,0.51,14.0,33.0,0.14,0.01,2.0,29.0,0.105,0.03,0.1,0.21,1.5,1.1,4.4,4.0,30.0,4.0,4.0,4.4,0.1,2.2,0.69,2.9,9.78306869671864
45.2,7.0,10.6,22.4,14.0,38.8,0.0,0.51,14.0,28.0,0.175,0.01,2.0,35.0,0.105,0.05,0.1,0.38,0.7,2.5,5.0,4.6,9.0,4.0,4.8,2.4,4.6,2.7,0.31,2.0,17.728082091239354
8.0,7.0,13.0,11.6,9.2,8.8,0.0,0.51,14.0,34.0,0.07,0.03,2.0,13.0,0.175,0.05,0.1,0.41,1.2,1.2,4.2,4.9,15.0,19.0,3.5,2.2,4.3,0.9,0.3,2.7,18.596846289073056
33.2,13.0,9.4,12.8,8.0,25.6,0.0,0.51,14.0,19.0,0.07,0.01,2.0,31.0,0.07,0.02,0.1,0.4,0.7,0.8,2.2,3.4,24.0,2.0,3.6,1.9,2.7,1.9,0.38,1.5,20.6206782221536
11.6,7.0,11.8,23.6,18.8,36.4,0.0,0.5,14.0,27.0,0.175,0.01,2.0,6.0,0.07,0.07,0.1,0.05,2.0,2.4,4.6,2.5,2.0,23.0,0.9,0.5,2.2,3.4,1.65,2.4,13.485931825669946
20.0,11.8,2.2,14.0,5.6,36.4,0.0,0.5,14.0,30.0,0.175,0.03,2.0,28.0,0.07,0.04,0.1,0.17,0.7,1.9,1.9,3.3,22.0,26.0,2.9,4.8,1.1,1.7,0.43,1.3,16.046455610137507
48.8,2.2,5.8,18.8,24.8,49.6,0.0,0.5,14.0,15.0,0.07,0.04,2.0,24.0,0.14,0.04,0.1,0.26,1.0,1.6,5.0,4.7,26.0,7.0,3.5,3.2,3.5,3.6,0.94,2.5,13.1764567249841
33.2,10.6,1.0,5.6,6.8,49.6,0.0,0.51,14.0,28.0,0.14,0.02,2.0,33.0,0.105,0.02,0.1,0.13,0.5,0.7,2.8,2.5,27.0,5.0,3.9,3.1,4.6,1.3,0.29,1.5,19.77530392742529
18.8,1.0,1.0,23.6,8.0,6.4,0.0,0.5,14.0,21.0,0.175,0.02,2.0,31.0,0.14,0.04,0.1,0.1,1.0,1.3,2.5,4.1,1.0,10.0,1.1,4.2,0.3,3.3,0.73,1.9,23.72697482048719
11.6,11.8,4.6,6.8,15.2,38.8,0.0,0.5,14.0,8.0,0.105,0.07,2.0,25.0,0.14,0.06,0.1,0.25,1.9,0.3,4.1,3.9,30.0,2.0,2.4,4.1,3.1,2.6,0.23,1.0,27.35348642804175
48.8,7.0,4.6,17.6,26.0,11.2,0.0,0.5,14.0,26.0,0.14,0.02,2.0,13.0,0.07,0.02,0.1,0.1,2.8,2.6,5.0,5.0,22.0,24.0,1.8,4.9,0.2,0.1,1.0,4.4,11.525170754987178
18.8,4.6,2.2,21.2,6.8,12.4,0.0,0.51,14.0,31.0,0.175,0.09,2.0,11.0,0.105,0.02,0.1,0.43,0.4,1.6,4.1,2.7,30.0,27.0,3.5,0.2,4.0,0.4,0.26,2.2,15.290503730571741
9.2,10.6,5.8,14.0,3.2,41.2,0.0,0.51,14.0,22.0,0.14,0.02,2.0,22.0,0.07,0.07,0.1,0.41,0.2,2.6,1.9,2.8,23.0,1.0,4.7,0.9,3.5,0.4,0.11,1.0,32.07217295319423
14.0,3.4,10.6,26.0,15.2,53.2,0.0,0.51,14.0,34.0,0.105,0.09,2.0,32.0,0.14,0.04,0.1,0.38,1.4,0.6,4.1,3.7,21.0,15.0,0.7,4.7,1.2,3.7,0.18,2.5,26.098019372890708
40.4,9.4,11.8,4.4,16.4,47.2,0.0,0.5,14.0,28.0,0.14,0.08,2.0,22.0,0.14,0.1,0.1,0.1,1.2,2.2,3.3,4.7,23.0,6.0,4.2,4.6,0.4,4.1,0.55,3.2,12.561576390727305
27.2,5.8,8.2,3.2,9.2,46.0,0.0,0.51,14.0,28.0,0.14,0.09,2.0,30.0,0.07,0.06,0.1,0.47,0.7,2.3,2.0,1.7,16.0,10.0,0.6,4.5,2.3,1.0,0.26,1.2,26.506654744074822
50.0,10.6,9.4,26.0,21.2,52.0,0.0,0.51,14.0,35.0,0.035,0.03,2.0,14.0,0.105,0.01,0.1,0.29,2.0,3.7,3.7,3.3,20.0,25.0,5.0,2.8,3.0,3.6,1.82,3.1,17.3716360564098
18.8,5.8,3.4,22.4,14.0,50.8,0.0,0.51,14.0,23.0,0.14,0.08,2.0,14.0,0.14,0.09,0.1,0.22,1.9,2.0,2.5,2.4,7.0,7.0,4.0,3.6,3.4,2.7,0.26,2.2,30.419154470497364
28.4,7.0,9.4,16.4,18.8,52.0,0.0,0.5,14.0,35.0,0.035,0.02,2.0,21.0,0.175,0.05,0.1,0.11,1.1,1.5,4.4,5.0,12.0,19.0,0.6,4.4,4.7,1.8,1.0,2.8,14.393352555884059
16.4,10.6,8.2,17.6,15.2,10.0,0.0,0.5,14.0,13.0,0.105,0.04,2.0,32.0,0.105,0.03,0.1,0.18,2.0,1.3,4.9,3.9,1.0,6.0,3.4,2.4,4.8,0.1,0.65,1.6,12.315781829906935
21.2,5.8,13.0,12.8,16.4,6.4,0.0,0.51,14.0,20.0,0.105,0.09,2.0,29.0,0.14,0.05,0.1,0.47,1.5,0.3,3.5,1.7,14.0,16.0,2.8,2.2,0.8,4.4,0.23,1.5,15.284788166482592
9.2,7.0,9.4,12.8,3.2,48.4,0.0,0.51,14.0,17.0,0.14,0.02,2.0,27.0,0.175,0.05,0.1,0.43,0.4,1.2,1.3,4.4,5.0,12.0,0.1,2.0,0.5,4.3,0.19,1.1,21.278653722788313
35.6,11.8,9.4,14.0,10.4,50.8,0.0,0.5,14.0,30.0,0.175,0.06,2.0,28.0,0.175,0.08,0.1,0.22,0.9,2.8,4.6,3.7,26.0,16.0,1.2,1.9,1.0,1.9,0.17,2.9,16.97445864016816
17.6,8.2,11.8,26.0,9.2,5.2,0.0,0.51,14.0,34.0,0.105,0.1,2.0,21.0,0.14,0.1,0.1,0.0,0.5,0.3,4.3,3.4,29.0,25.0,2.5,0.8,2.4,1.6,0.27,3.1,16.32486699334843
42.8,2.2,1.0,9.2,10.4,24.4,0.0,0.51,14.0,33.0,0.105,0.06,2.0,23.0,0.105,0.08,0.1,0.3,0.7,2.5,3.4,3.5,4.0,10.0,0.7,1.3,2.2,0.4,0.59,2.8,16.201009973977612
8.0,8.2,7.0,14.0,14.0,20.8,0.0,0.51,14.0,26.0,0.14,0.01,2.0,30.0,0.105,0.09,0.1,0.21,1.5,1.9,2.6,3.0,9.0,28.0,1.1,4.6,4.3,1.5,1.23,2.4,18.898808906656377
10.4,4.6,2.2,22.4,10.4,48.4,0.0,0.5,14.0,31.0,0.175,0.08,2.0,26.0,0.035,0.03,0.1,0.15,1.1,0.6,4.5,5.0,26.0,26.0,4.0,1.0,3.2,3.6,0.43,4.4,29.58930833663241
46.4,9.4,3.4,10.4,16.4,14.8,0.0,0.51,14.0,12.0,0.14,0.05,2.0,24.0,0.07,0.05,0.1,0.1,0.9,0.7,4.2,4.4,14.0,9.0,1.9,1.3,3.2,1.0,0.59,1.2,15.960798971849485
26.0,9.4,8.2,10.4,14.0,40.0,0.0,0.51,14.0,34.0,0.14,0.02,2.0,25.0,0.14,0.04,0.1,0.2,1.5,1.6,3.9,4.8,27.0,20.0,3.7,0.9,2.8,2.7,1.48,1.5,12.20071626756575
28.4,9.4,11.8,11.6,18.8,10.0,0.0,0.51,14.0,25.0,0.175,0.01,2.0,26.0,0.07,0.04,0.1,0.23,1.5,2.8,4.5,3.6,29.0,16.0,4.7,0.6,2.1,0.2,1.23,1.7,13.639364093564195
16.4,4.6,7.0,20.0,22.4,11.2,0.0,0.5,14.0,9.0,0.175,0.07,2.0,30.0,0.105,0.08,0.1,0.45,1.8,0.5,4.4,4.6,2.0,0.0,4.9,0.7,4.2,1.8,0.33,3.0,11.687810524911802
41.6,13.0,2.2,26.0,3.2,50.8,0.0,0.5,14.0,21.0,0.14,0.1,2.0,13.0,0.14,0.03,0.1,0.1,0.4,0.6,1.4,4.3,6.0,24.0,4.5,4.1,4.2,3.4,0.12,1.0,30.933911602009434
23.6,7.0,4.6,6.8,21.2,40.0,0.0,0.5,14.0,20.0,0.14,0.09,2.0,26.0,0.175,0.04,0.1,0.17,2.0,2.7,5.0,4.9,5.0,22.0,0.7,2.1,1.5,4.9,0.28,4.3,16.028338924269832
20.0,7.0,5.8,6.8,21.2,12.4,0.0,0.51,14.0,26.0,0.105,0.08,2.0,24.0,0.07,0.01,0.1,0.25,2.3,3.4,4.6,3.4,5.0,21.0,3.5,3.4,4.8,4.9,0.2,1.8,27.5532253484168
29.6,8.2,13.0,15.2,6.8,36.4,0.0,0.51,14.0,33.0,0.14,0.09,2.0,19.0,0.175,0.01,0.1,0.29,0.6,2.3,3.3,3.5,6.0,8.0,2.3,0.2,4.8,2.5,0.29,2.3,12.650847073639202
21.2,4.6,13.0,9.2,17.6,23.2,0.0,0.51,14.0,33.0,0.14,0.01,2.0,8.0,0.105,0.05,0.1,0.18,1.0,3.7,4.6,3.2,21.0,16.0,0.7,5.0,0.3,1.8,0.54,1.4,13.775781617402703
50.0,10.6,9.4,22.4,8.0,34.0,0.0,0.5,14.0,31.0,0.14,0.04,2.0,18.0,0.14,0.01,0.1,0.24,0.9,3.9,2.6,3.6,9.0,7.0,4.0,0.3,1.3,3.8,0.44,1.9,15.199195054039832
39.2,3.4,11.8,21.2,4.4,16.0,0.0,0.5,14.0,24.0,0.175,0.03,2.0,14.0,0.14,0.08,0.1,0.08,0.4,2.1,2.6,2.3,15.0,7.0,4.5,1.2,3.4,4.9,0.21,1.4,20.86745301497398
51.2,7.0,10.6,16.4,22.4,11.2,0.0,0.51,14.0,29.0,0.105,0.05,2.0,34.0,0.175,0.03,0.1,0.3,2.3,1.6,4.7,3.3,20.0,7.0,4.8,0.4,4.8,2.8,1.54,2.5,11.70578477532725
41.6,3.4,7.0,21.2,14.0,36.4,0.0,0.51,14.0,26.0,0.175,0.1,2.0,19.0,0.14,0.05,0.1,0.23,1.3,2.0,3.1,2.1,4.0,28.0,0.3,3.9,3.9,2.8,1.11,1.9,8.833380306758665
48.8,3.4,7.0,5.6,3.2,18.4,0.0,0.5,14.0,25.0,0.175,0.01,2.0,12.0,0.105,0.07,0.1,0.38,0.2,2.1,1.8,3.7,24.0,6.0,1.1,2.0,2.3,2.5,0.14,1.3,25.392593919000987
48.8,8.2,5.8,23.6,17.6,36.4,0.0,0.51,14.0,20.0,0.07,0.06,2.0,26.0,0.035,0.03,0.1,0.47,1.8,1.9,5.0,2.8,28.0,9.0,4.1,2.1,2.0,0.9,1.48,1.3,8.508751276089598
40.4,8.2,11.8,5.6,16.4,8.8,0.0,0.51,14.0,10.0,0.07,0.01,2.0,28.0,0.105,0.09,0.1,0.37,2.1,0.8,3.5,3.6,16.0,2.0,0.8,2.4,1.4,1.5,0.28,2.0,25.790200252977268
24.8,3.4,11.8,20.0,23.6,12.4,0.0,0.51,14.0,31.0,0.175,0.1,2.0,20.0,0.035,0.01,0.1,0.2,2.4,2.5,4.7,3.6,27.0,24.0,4.6,3.6,4.0,4.9,0.22,2.6,21.77930271643785
35.6,9.4,11.8,15.2,17.6,43.6,0.0,0.5,14.0,28.0,0.035,0.02,2.0,17.0,0.14,0.1,0.1,0.21,1.1,1.1,4.3,4.0,8.0,12.0,2.2,3.8,3.7,4.8,0.41,2.3,28.546969736967128
