w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,Copperloss_Rx_1
14.0,10.6,13.0,15.2,15.2,30.4,0.0,0.5,14.0,20.0,0.105,0.1,2.0,12.0,0.07,0.05,0.1,0.42,1.5,1.7,4.2,3.4,5.0,17.0,2.2,1.9,3.4,2.2,0.49,1.2,7.45216531551837
14.0,10.6,13.0,15.2,15.2,30.4,0.0,0.5,14.0,20.0,0.105,0.1,2.0,12.0,0.07,0.05,0.1,0.42,1.5,1.7,4.2,3.4,5.0,17.0,2.2,1.9,3.4,2.2,0.49,1.2,7.45216531551837
23.6,7.0,8.2,8.0,4.4,8.8,0.0,0.5,14.0,16.0,0.105,0.02,2.0,17.0,0.105,0.05,0.1,0.22,0.4,1.8,2.7,3.9,15.0,12.0,3.4,1.6,1.0,2.2,0.31,1.2,6.65205019893479
22.4,11.8,8.2,20.0,23.6,40.0,0.0,0.51,14.0,35.0,0.105,0.06,2.0,19.0,0.14,0.09,0.1,0.31,2.5,2.9,4.8,4.1,0.0,15.0,0.4,0.2,4.5,4.0,0.89,3.7,2.24412791391233
40.4,10.6,4.6,10.4,14.0,20.8,0.0,0.51,14.0,25.0,0.14,0.09,2.0,27.0,0.14,0.02,0.1,0.14,0.7,3.0,3.5,3.8,3.0,25.0,4.1,1.6,2.3,0.7,0.62,3.2,3.23167468546866
20.0,5.8,9.4,4.4,9.2,38.8,0.0,0.51,14.0,26.0,0.14,0.08,2.0,25.0,0.105,0.07,0.1,0.48,1.2,3.4,3.3,3.3,23.0,13.0,3.4,3.8,1.5,4.3,0.2,1.4,4.46045184814968
39.2,11.8,4.6,21.2,10.4,30.4,0.0,0.5,14.0,30.0,0.07,0.06,2.0,9.0,0.105,0.05,0.1,0.21,1.1,0.9,4.3,1.7,25.0,0.0,0.2,4.2,4.6,2.5,0.5,1.0,9.23143505476751
39.2,11.8,4.6,21.2,10.4,30.4,0.0,0.5,14.0,30.0,0.07,0.06,2.0,9.0,0.105,0.05,0.1,0.21,1.1,0.9,4.3,1.7,25.0,0.0,0.2,4.2,4.6,2.5,0.5,1.0,9.23143505476751
39.2,11.8,4.6,21.2,10.4,30.4,0.0,0.5,14.0,30.0,0.07,0.06,2.0,9.0,0.105,0.05,0.1,0.21,1.1,0.9,4.3,1.7,25.0,0.0,0.2,4.2,4.6,2.5,0.5,1.0,9.23143505476751
40.4,10.6,4.6,14.0,18.8,24.4,0.0,0.5,14.0,28.0,0.175,0.08,2.0,25.0,0.035,0.02,0.1,0.29,2.2,1.6,3.6,4.7,28.0,18.0,4.4,1.2,1.5,3.7,0.66,3.0,9.8347737897619
32.0,13.0,5.8,12.8,23.6,31.6,0.0,0.51,14.0,20.0,0.14,0.09,2.0,29.0,0.07,0.01,0.1,0.49,1.1,1.7,3.9,4.1,29.0,27.0,4.4,0.6,1.2,5.0,0.48,3.5,3.98659977395268
32.0,13.0,5.8,12.8,23.6,31.6,0.0,0.51,14.0,20.0,0.14,0.09,2.0,29.0,0.07,0.01,0.1,0.49,1.1,1.7,3.9,4.1,29.0,27.0,4.4,0.6,1.2,5.0,0.48,3.5,3.98659977395268
32.0,13.0,5.8,12.8,23.6,31.6,0.0,0.51,14.0,20.0,0.14,0.09,2.0,29.0,0.07,0.01,0.1,0.49,1.1,1.7,3.9,4.1,29.0,27.0,4.4,0.6,1.2,5.0,0.48,3.5,3.98659977395268
28.4,7.0,7.0,6.8,14.0,5.2,0.0,0.51,14.0,35.0,0.14,0.06,2.0,31.0,0.105,0.08,0.1,0.5,1.9,3.3,3.6,4.4,23.0,9.0,3.7,0.6,2.2,3.4,0.28,2.4,4.46385351891912
32.0,7.0,5.8,24.8,15.2,44.8,0.0,0.51,14.0,29.0,0.14,0.06,2.0,12.0,0.07,0.02,0.1,0.1,1.5,3.8,3.0,3.5,2.0,17.0,2.6,1.7,2.7,3.9,1.4,1.6,8.07035654042899
30.8,2.2,5.8,6.8,12.8,7.6,0.0,0.5,14.0,22.0,0.105,0.08,2.0,11.0,0.07,0.05,0.1,0.43,0.7,2.4,3.4,3.7,4.0,20.0,1.2,4.8,0.1,2.5,0.62,3.2,4.19362320878158
33.2,7.0,5.8,14.0,6.8,17.2,0.0,0.51,14.0,31.0,0.035,0.02,2.0,24.0,0.175,0.08,0.1,0.43,0.4,2.7,3.9,2.9,9.0,20.0,1.8,3.5,1.5,3.1,0.18,2.0,3.67915017635288
20.0,11.8,9.4,6.8,16.4,18.4,0.0,0.5,14.0,27.0,0.175,0.07,2.0,27.0,0.07,0.05,0.1,0.22,1.5,0.6,3.9,4.6,23.0,12.0,0.9,5.0,3.7,4.7,0.36,1.3,3.64822324639921
21.2,5.8,8.2,23.6,11.6,41.2,0.0,0.51,14.0,26.0,0.14,0.09,2.0,15.0,0.07,0.03,0.1,0.15,0.6,0.8,4.9,4.8,18.0,9.0,5.0,3.9,0.9,2.4,0.11,1.7,7.58210847406982
32.0,4.6,5.8,15.2,14.0,34.0,0.0,0.5,14.0,16.0,0.14,0.01,2.0,34.0,0.105,0.08,0.1,0.33,1.7,1.8,4.8,1.7,8.0,29.0,3.4,1.6,1.9,4.2,1.47,1.6,5.12138891434328
15.2,3.4,11.8,8.0,14.0,34.0,0.0,0.51,14.0,22.0,0.07,0.04,2.0,7.0,0.175,0.01,0.1,0.25,0.8,1.0,3.9,2.1,16.0,13.0,1.4,1.3,0.5,4.8,0.64,1.0,3.77651819716765
40.4,8.2,4.6,8.0,9.2,28.0,0.0,0.5,14.0,24.0,0.175,0.09,2.0,8.0,0.035,0.01,0.1,0.5,0.5,2.2,4.9,4.3,5.0,19.0,0.7,2.9,3.4,3.4,0.44,2.0,12.898610857204
34.4,5.8,5.8,9.2,3.2,49.6,0.0,0.5,14.0,31.0,0.105,0.03,2.0,23.0,0.14,0.09,0.1,0.3,0.2,2.3,2.0,1.5,3.0,16.0,4.4,4.6,4.7,2.8,0.15,1.1,6.43387315541885
34.4,3.4,5.8,22.4,4.4,48.4,0.0,0.51,14.0,13.0,0.07,0.06,2.0,13.0,0.105,0.1,0.1,0.48,0.3,0.6,2.0,4.6,25.0,1.0,5.0,5.0,1.1,4.7,0.1,1.2,8.30467784770028
34.4,3.4,5.8,22.4,4.4,48.4,0.0,0.51,14.0,13.0,0.07,0.06,2.0,13.0,0.105,0.1,0.1,0.48,0.3,0.6,2.0,4.6,25.0,1.0,5.0,5.0,1.1,4.7,0.1,1.2,8.30467784770028
34.4,3.4,5.8,22.4,4.4,48.4,0.0,0.51,14.0,13.0,0.07,0.06,2.0,13.0,0.105,0.1,0.1,0.48,0.3,0.6,2.0,4.6,25.0,1.0,5.0,5.0,1.1,4.7,0.1,1.2,8.30467784770028
14.0,1.0,13.0,16.4,8.0,40.0,0.0,0.51,14.0,27.0,0.14,0.05,2.0,7.0,0.07,0.04,0.1,0.32,0.8,3.6,4.6,1.8,0.0,2.0,0.2,3.7,4.8,2.0,0.18,1.7,5.79270629615923
40.4,8.2,4.6,4.4,14.0,20.8,0.0,0.5,14.0,22.0,0.175,0.01,2.0,21.0,0.105,0.08,0.1,0.17,1.2,1.3,4.9,4.2,28.0,11.0,2.1,4.4,0.5,2.6,1.14,1.0,8.16275316372506
22.4,10.6,9.4,15.2,3.2,36.4,0.0,0.5,14.0,33.0,0.105,0.02,2.0,13.0,0.14,0.07,0.1,0.25,0.4,3.4,2.0,4.9,27.0,29.0,1.2,1.3,1.7,1.5,0.12,1.1,5.49724043271466
33.2,9.4,5.8,14.0,18.8,48.4,0.0,0.51,14.0,13.0,0.105,0.04,2.0,20.0,0.14,0.05,0.1,0.19,2.2,1.7,4.8,4.6,27.0,1.0,1.7,0.6,4.9,4.5,0.22,4.1,2.60844773197673
28.4,5.8,7.0,9.2,8.0,48.4,0.0,0.51,14.0,27.0,0.105,0.1,2.0,32.0,0.175,0.01,0.1,0.29,0.8,1.4,3.1,4.1,5.0,27.0,1.0,4.1,0.4,0.3,0.18,2.7,3.03041475889337
20.0,9.4,9.4,23.6,20.0,12.4,0.0,0.51,14.0,35.0,0.07,0.04,2.0,13.0,0.105,0.04,0.1,0.22,1.7,3.8,4.4,3.7,27.0,15.0,1.8,4.9,1.9,1.9,1.42,1.7,3.64064624408392
40.4,8.2,4.6,15.2,22.4,52.0,0.0,0.5,14.0,14.0,0.105,0.08,2.0,17.0,0.175,0.06,0.1,0.29,1.0,1.9,4.4,5.0,21.0,25.0,3.7,2.5,1.4,3.3,0.21,3.1,2.46588876193295
30.8,5.8,5.8,21.2,23.6,31.6,0.0,0.5,14.0,33.0,0.14,0.01,2.0,18.0,0.175,0.09,0.1,0.4,1.1,2.7,4.6,4.5,10.0,7.0,1.4,4.6,4.8,3.4,0.71,3.6,2.03198302351124
16.4,11.8,11.8,21.2,21.2,28.0,0.0,0.51,14.0,33.0,0.175,0.06,2.0,22.0,0.035,0.03,0.1,0.05,2.7,2.3,3.9,4.9,9.0,28.0,4.6,3.0,2.4,3.6,1.35,2.9,7.84283778731301
41.6,5.8,4.6,22.4,20.0,23.2,0.0,0.51,14.0,35.0,0.035,0.01,2.0,10.0,0.035,0.03,0.1,0.38,2.3,2.4,4.0,4.8,19.0,14.0,0.8,1.5,2.5,1.9,0.47,2.5,11.6148015332706
33.2,13.0,5.8,9.2,8.0,4.0,0.0,0.51,14.0,9.0,0.175,0.03,2.0,7.0,0.105,0.08,0.1,0.23,1.0,1.0,3.9,2.6,18.0,14.0,4.1,0.4,0.6,4.3,0.59,1.1,7.31058059758138
32.0,8.2,5.8,8.0,5.6,13.6,0.0,0.51,14.0,24.0,0.105,0.1,2.0,14.0,0.14,0.03,0.1,0.21,0.5,0.6,2.9,3.4,23.0,5.0,1.6,0.3,1.4,4.6,0.34,2.0,4.33998869478168
20.0,4.6,9.4,6.8,15.2,47.2,0.0,0.51,14.0,33.0,0.105,0.03,2.0,28.0,0.105,0.06,0.1,0.42,1.4,2.0,4.5,3.3,16.0,11.0,4.8,2.9,3.9,1.6,0.54,1.9,3.73551539013878
16.4,11.8,11.8,26.0,4.4,16.0,0.0,0.51,14.0,31.0,0.07,0.04,2.0,25.0,0.07,0.04,0.1,0.16,0.5,3.4,2.5,3.2,13.0,0.0,0.9,3.8,0.3,3.9,0.16,1.4,7.96175549379107
33.2,5.8,5.8,9.2,20.0,17.2,0.0,0.51,14.0,31.0,0.105,0.06,2.0,5.0,0.14,0.04,0.1,0.16,2.6,0.7,4.5,2.8,26.0,12.0,0.3,2.5,0.5,4.7,0.36,2.0,11.1750386574845
33.2,8.2,5.8,10.4,21.2,43.6,0.0,0.51,14.0,32.0,0.105,0.03,2.0,15.0,0.105,0.05,0.1,0.16,2.1,3.8,4.7,3.3,27.0,9.0,2.4,1.4,3.6,3.1,1.78,1.7,5.60245701285568
32.0,7.0,5.8,9.2,9.2,37.6,0.0,0.51,14.0,35.0,0.105,0.03,2.0,6.0,0.105,0.08,0.1,0.24,0.7,4.4,2.1,2.8,17.0,7.0,0.6,3.5,4.4,0.3,0.59,1.0,7.54879985455784
26.0,1.0,7.0,26.0,8.0,8.8,0.0,0.5,14.0,22.0,0.175,0.01,2.0,13.0,0.14,0.02,0.1,0.4,1.0,0.6,2.9,3.0,7.0,15.0,4.1,2.8,4.1,4.6,0.36,2.5,2.9430307045067
26.0,1.0,7.0,26.0,8.0,8.8,0.0,0.5,14.0,22.0,0.175,0.01,2.0,13.0,0.14,0.02,0.1,0.4,1.0,0.6,2.9,3.0,7.0,15.0,4.1,2.8,4.1,4.6,0.36,2.5,2.9430307045067
26.0,1.0,7.0,26.0,8.0,8.8,0.0,0.5,14.0,22.0,0.175,0.01,2.0,13.0,0.14,0.02,0.1,0.4,1.0,0.6,2.9,3.0,7.0,15.0,4.1,2.8,4.1,4.6,0.36,2.5,2.9430307045067
23.6,10.6,8.2,21.2,26.0,5.2,0.0,0.51,14.0,25.0,0.035,0.01,2.0,11.0,0.175,0.1,0.1,0.31,3.2,1.7,4.1,4.0,8.0,20.0,1.3,3.8,4.7,3.5,1.13,3.9,2.45805784683637
33.2,4.6,5.8,8.0,21.2,47.2,0.0,0.5,14.0,31.0,0.105,0.01,2.0,26.0,0.105,0.07,0.1,0.18,2.8,3.1,4.7,3.9,11.0,27.0,3.0,2.9,1.2,0.6,0.45,2.5,3.78183779440045
18.8,2.2,10.6,3.2,11.6,40.0,0.0,0.5,14.0,22.0,0.07,0.01,2.0,11.0,0.14,0.05,0.1,0.22,1.4,2.0,4.4,4.4,4.0,11.0,0.6,1.6,2.5,4.9,0.81,1.4,3.69136641373279
18.8,3.4,10.6,18.8,9.2,11.2,0.0,0.5,14.0,33.0,0.07,0.04,2.0,21.0,0.07,0.01,0.1,0.48,0.7,2.1,4.6,2.1,4.0,28.0,3.6,3.4,4.5,1.1,0.31,1.2,8.42793002022458
15.2,5.8,13.0,10.4,26.0,10.0,0.0,0.51,14.0,29.0,0.14,0.09,2.0,27.0,0.105,0.08,0.1,0.23,2.6,3.8,4.8,4.2,5.0,19.0,1.1,0.6,3.4,3.0,0.95,3.8,2.50819138516983
41.6,13.0,4.6,6.8,8.0,17.2,0.0,0.5,14.0,14.0,0.14,0.09,2.0,18.0,0.07,0.07,0.1,0.42,0.5,1.3,3.5,3.0,8.0,22.0,3.7,2.0,1.8,2.6,0.22,2.3,6.80074565278714
21.2,5.8,9.4,18.8,9.2,26.8,0.0,0.5,14.0,28.0,0.14,0.06,2.0,6.0,0.07,0.06,0.1,0.21,0.9,2.6,1.9,1.3,0.0,6.0,2.3,0.2,2.1,0.1,0.71,1.0,4.01927631848349
15.2,4.6,13.0,10.4,20.0,37.6,0.0,0.5,14.0,31.0,0.14,0.08,2.0,32.0,0.07,0.05,0.1,0.17,1.6,3.4,3.8,5.0,29.0,3.0,1.5,5.0,3.8,4.2,1.23,3.3,3.40278884250675
41.6,2.2,4.6,23.6,18.8,18.4,0.0,0.51,14.0,23.0,0.14,0.04,2.0,14.0,0.14,0.06,0.1,0.49,2.3,0.5,5.0,4.0,13.0,10.0,1.4,3.9,0.2,2.3,0.28,3.4,3.47406727749162
20.0,3.4,9.4,6.8,20.0,53.2,0.0,0.51,14.0,24.0,0.175,0.1,2.0,29.0,0.07,0.01,0.1,0.25,2.2,2.8,3.9,3.7,13.0,8.0,3.9,4.7,4.2,4.3,0.81,3.6,3.25228218145106
33.2,2.2,5.8,11.6,9.2,19.6,0.0,0.5,14.0,13.0,0.035,0.03,2.0,35.0,0.07,0.03,0.1,0.12,1.2,1.0,2.3,2.2,4.0,0.0,0.3,1.5,2.6,1.5,0.11,1.8,6.6220576136411
28.4,5.8,7.0,10.4,3.2,43.6,0.0,0.51,14.0,9.0,0.14,0.03,2.0,7.0,0.105,0.08,0.1,0.34,0.4,1.1,1.5,2.6,19.0,12.0,2.8,4.9,3.9,1.9,0.29,1.2,5.73162274774963
21.2,11.8,9.4,4.4,11.6,50.8,0.0,0.5,14.0,16.0,0.07,0.07,2.0,7.0,0.105,0.08,0.1,0.18,1.5,1.0,2.9,3.9,16.0,2.0,4.8,0.1,0.5,1.0,0.19,1.3,5.44957510554261
23.6,9.4,8.2,9.2,15.2,7.6,0.0,0.5,14.0,30.0,0.105,0.1,2.0,25.0,0.14,0.09,0.1,0.36,1.7,3.6,3.8,3.1,6.0,21.0,1.6,4.0,1.7,0.4,0.28,1.7,3.86961145052505
34.4,13.0,5.8,6.8,5.6,18.4,0.0,0.5,14.0,13.0,0.105,0.02,2.0,22.0,0.14,0.04,0.1,0.14,0.4,1.7,2.5,4.2,29.0,28.0,3.6,1.7,0.5,1.2,0.2,1.1,7.18499118559049
23.6,9.4,8.2,17.6,20.0,20.8,0.0,0.5,14.0,18.0,0.175,0.06,2.0,32.0,0.175,0.04,0.1,0.25,1.3,2.1,4.9,2.7,30.0,16.0,2.1,3.6,3.0,4.6,0.54,1.4,3.7675337085365
24.8,9.4,8.2,11.6,5.6,5.2,0.0,0.5,14.0,18.0,0.175,0.01,2.0,29.0,0.175,0.08,0.1,0.45,0.4,2.4,1.9,1.8,9.0,11.0,4.2,3.3,2.3,3.1,0.18,1.1,4.044191915239
21.2,4.6,9.4,16.4,5.6,49.6,0.0,0.51,14.0,25.0,0.07,0.01,2.0,26.0,0.14,0.1,0.1,0.36,0.5,0.4,1.6,4.9,21.0,10.0,4.8,4.4,3.9,2.9,0.23,1.2,4.73177128914144
26.0,5.8,5.8,23.6,23.6,10.0,0.0,0.51,14.0,33.0,0.105,0.1,2.0,21.0,0.14,0.04,0.1,0.46,2.0,3.1,4.2,4.1,12.0,6.0,3.8,3.6,1.4,4.6,1.4,3.0,3.7535840641741
18.8,7.0,10.6,5.6,26.0,37.6,0.0,0.5,14.0,26.0,0.14,0.02,2.0,9.0,0.105,0.05,0.1,0.49,3.1,1.2,4.5,4.5,16.0,26.0,4.9,2.6,4.2,2.9,1.12,3.9,2.24497298443133
16.4,4.6,11.8,12.8,6.8,50.8,0.0,0.51,14.0,30.0,0.175,0.1,2.0,30.0,0.105,0.1,0.1,0.4,0.9,1.4,4.3,5.0,3.0,10.0,2.4,4.6,1.2,1.2,0.23,1.7,3.99674780743019
21.2,10.6,9.4,12.8,8.0,19.6,0.0,0.5,14.0,31.0,0.14,0.07,2.0,7.0,0.07,0.03,0.1,0.5,0.5,0.7,2.6,2.4,15.0,11.0,3.8,2.4,1.7,1.7,0.15,1.3,7.32975509801147
45.2,8.2,4.6,10.4,23.6,53.2,0.0,0.5,14.0,7.0,0.175,0.05,2.0,26.0,0.14,0.01,0.1,0.41,1.3,0.7,4.7,4.5,8.0,11.0,4.6,2.5,3.4,4.6,0.31,3.1,3.15999657915115
33.2,4.6,5.8,16.4,17.6,5.2,0.0,0.5,14.0,19.0,0.105,0.04,2.0,32.0,0.07,0.03,0.1,0.17,1.8,2.0,4.4,3.7,21.0,5.0,2.8,2.0,4.3,3.1,1.01,2.9,5.17399967219855
27.2,11.8,7.0,10.4,3.2,49.6,0.0,0.5,14.0,27.0,0.105,0.02,2.0,23.0,0.175,0.08,0.1,0.3,0.4,0.3,1.6,4.1,10.0,20.0,0.4,2.0,0.5,4.3,0.29,1.4,3.80717774571856
26.0,8.2,7.0,18.8,20.0,23.2,0.0,0.5,14.0,13.0,0.105,0.05,2.0,20.0,0.105,0.06,0.1,0.44,1.2,1.2,4.6,3.7,11.0,0.0,2.1,0.4,1.7,3.2,0.39,3.6,3.13037834446469
16.4,11.8,8.2,6.8,5.6,38.8,0.0,0.5,14.0,31.0,0.175,0.08,2.0,22.0,0.105,0.1,0.1,0.4,0.7,2.3,2.7,4.8,30.0,9.0,3.1,3.2,0.8,3.9,0.15,2.6,2.62890859127067
27.2,10.6,7.0,26.0,11.6,29.2,0.0,0.51,14.0,20.0,0.105,0.07,2.0,33.0,0.07,0.01,0.1,0.24,1.4,1.0,4.1,4.4,22.0,14.0,4.5,3.9,4.5,0.6,0.1,3.0,4.85624222130259
42.8,4.6,4.6,6.8,18.8,37.6,0.0,0.51,14.0,17.0,0.105,0.1,2.0,10.0,0.14,0.06,0.1,0.24,1.3,1.6,4.0,4.1,19.0,10.0,4.9,1.4,1.9,2.4,0.76,3.5,2.72804772746502
42.8,4.6,4.6,3.2,16.4,6.4,0.0,0.5,14.0,26.0,0.105,0.02,2.0,19.0,0.105,0.05,0.1,0.46,1.7,0.9,3.9,4.6,29.0,1.0,4.6,1.5,0.9,0.3,0.48,2.0,5.82521111095053
27.2,2.2,7.0,3.2,17.6,11.2,0.0,0.5,14.0,26.0,0.105,0.1,2.0,8.0,0.07,0.02,0.1,0.33,1.4,2.1,3.1,3.5,9.0,10.0,3.4,0.9,0.5,1.2,0.69,2.9,4.39154005452376
33.2,13.0,5.8,11.6,17.6,35.2,0.0,0.51,14.0,33.0,0.14,0.07,2.0,25.0,0.105,0.1,0.1,0.48,1.8,1.4,4.6,4.5,18.0,29.0,4.5,0.3,4.5,4.4,0.41,2.5,4.09829735243449
34.4,13.0,5.8,9.2,5.6,17.2,0.0,0.5,14.0,27.0,0.07,0.04,2.0,34.0,0.105,0.09,0.1,0.48,0.4,3.6,2.8,2.6,14.0,6.0,1.4,1.9,2.6,1.1,0.27,1.2,7.31071309153225
42.8,8.2,4.6,24.8,18.8,24.4,0.0,0.51,14.0,17.0,0.105,0.02,2.0,18.0,0.175,0.06,0.1,0.36,1.7,1.2,4.8,2.6,17.0,8.0,3.5,4.6,3.6,1.1,0.6,1.9,3.91008047897251
18.8,5.8,10.6,10.4,6.8,16.0,0.0,0.51,14.0,28.0,0.175,0.03,2.0,26.0,0.07,0.04,0.1,0.13,0.6,3.8,4.0,4.3,1.0,2.0,1.0,2.3,0.3,1.9,0.26,2.5,5.15451902544436
18.8,5.8,10.6,10.4,6.8,16.0,0.0,0.51,14.0,28.0,0.175,0.03,2.0,26.0,0.07,0.04,0.1,0.13,0.6,3.8,4.0,4.3,1.0,2.0,1.0,2.3,0.3,1.9,0.26,2.5,5.15451902544436
18.8,5.8,10.6,10.4,6.8,16.0,0.0,0.51,14.0,28.0,0.175,0.03,2.0,26.0,0.07,0.04,0.1,0.13,0.6,3.8,4.0,4.3,1.0,2.0,1.0,2.3,0.3,1.9,0.26,2.5,5.15451902544436
45.2,7.0,4.6,16.4,12.8,50.8,0.0,0.5,14.0,18.0,0.14,0.08,2.0,12.0,0.105,0.02,0.1,0.2,1.7,1.1,5.0,2.9,24.0,4.0,4.2,1.3,1.2,0.4,0.39,1.2,7.97489169418547
42.8,4.6,4.6,3.2,10.4,46.0,0.0,0.5,14.0,15.0,0.105,0.03,2.0,14.0,0.175,0.08,0.1,0.2,1.0,0.3,3.9,4.4,2.0,6.0,3.2,3.4,3.3,4.5,0.11,1.3,5.54955645773325
15.2,3.4,13.0,8.0,24.8,28.0,0.0,0.51,14.0,34.0,0.07,0.01,2.0,30.0,0.14,0.08,0.1,0.49,2.0,3.3,4.6,3.8,17.0,9.0,3.5,1.4,2.7,0.2,0.19,3.7,1.71766157049455
42.8,4.6,4.6,14.0,18.8,47.2,0.0,0.5,14.0,31.0,0.175,0.08,2.0,31.0,0.14,0.07,0.1,0.38,2.0,3.2,4.4,4.7,12.0,27.0,3.5,2.6,3.6,0.8,0.12,1.9,4.32369983881949
33.2,3.4,5.8,14.0,11.6,36.4,0.0,0.51,14.0,25.0,0.14,0.02,2.0,23.0,0.14,0.01,0.1,0.22,1.3,1.1,4.0,4.8,13.0,30.0,0.1,3.6,3.4,2.9,0.74,3.5,2.16051315952693
34.4,5.8,5.8,12.8,17.6,44.8,0.0,0.51,14.0,25.0,0.07,0.01,2.0,31.0,0.14,0.04,0.1,0.33,2.3,0.8,3.9,3.1,8.0,3.0,0.8,2.0,3.6,1.2,0.75,1.5,4.5200291361472
16.4,10.6,13.0,12.8,3.2,12.4,0.0,0.5,14.0,34.0,0.175,0.06,2.0,26.0,0.105,0.09,0.1,0.26,0.4,2.9,1.8,3.6,14.0,10.0,0.1,4.3,0.8,5.0,0.2,1.3,4.96092916034208
42.8,3.4,4.6,11.6,10.4,35.2,0.0,0.51,14.0,17.0,0.175,0.01,2.0,20.0,0.175,0.01,0.1,0.14,0.7,0.6,2.0,3.4,1.0,12.0,4.5,1.4,1.0,4.8,0.19,1.6,4.03106411625984
17.6,3.4,11.8,8.0,22.4,41.2,0.0,0.51,14.0,35.0,0.105,0.07,2.0,9.0,0.175,0.07,0.1,0.32,2.6,4.6,4.9,3.6,7.0,4.0,2.6,2.0,0.6,0.6,0.2,2.1,3.06037419971454
16.4,4.6,13.0,3.2,14.0,10.0,0.0,0.51,14.0,27.0,0.105,0.06,2.0,20.0,0.105,0.09,0.1,0.2,1.7,1.6,3.3,2.7,25.0,13.0,2.8,1.4,3.9,0.8,1.06,1.1,5.1025485217897
15.2,8.2,13.0,23.6,9.2,22.0,0.0,0.5,14.0,34.0,0.105,0.05,2.0,34.0,0.105,0.06,0.1,0.12,0.6,1.5,4.6,4.0,14.0,1.0,1.2,4.7,0.8,4.0,0.18,2.4,3.96430831805475
24.8,4.6,8.2,6.8,15.2,7.6,0.0,0.5,14.0,35.0,0.035,0.03,2.0,18.0,0.14,0.02,0.1,0.49,0.7,3.4,3.0,3.4,9.0,6.0,2.3,1.6,3.9,0.9,0.18,2.9,2.27378832097514
24.8,4.6,8.2,6.8,15.2,7.6,0.0,0.5,14.0,35.0,0.035,0.03,2.0,18.0,0.14,0.02,0.1,0.49,0.7,3.4,3.0,3.4,9.0,6.0,2.3,1.6,3.9,0.9,0.18,2.9,2.27378832097514
24.8,4.6,8.2,6.8,15.2,7.6,0.0,0.5,14.0,35.0,0.035,0.03,2.0,18.0,0.14,0.02,0.1,0.49,0.7,3.4,3.0,3.4,9.0,6.0,2.3,1.6,3.9,0.9,0.18,2.9,2.27378832097514
42.8,7.0,4.6,17.6,21.2,17.2,0.0,0.5,14.0,33.0,0.14,0.03,2.0,34.0,0.14,0.06,0.1,0.45,2.3,2.4,4.9,4.0,25.0,19.0,3.2,3.2,2.6,0.7,1.58,3.0,3.12448100666142
26.0,2.2,8.2,18.8,5.6,34.0,0.0,0.5,14.0,27.0,0.07,0.03,2.0,15.0,0.07,0.06,0.1,0.42,0.7,3.1,2.5,4.4,3.0,8.0,2.7,2.1,4.9,3.7,0.46,1.1,9.78429190853905
16.4,10.6,11.8,5.6,12.8,49.6,0.0,0.51,14.0,29.0,0.14,0.02,2.0,18.0,0.175,0.02,0.1,0.24,1.4,1.6,2.5,3.7,22.0,4.0,4.3,3.1,4.7,0.4,0.79,2.1,2.35972678685867
44.0,10.6,4.6,8.0,22.4,37.6,0.0,0.5,14.0,5.0,0.175,0.07,2.0,15.0,0.105,0.09,0.1,0.38,1.4,0.6,4.1,4.4,2.0,28.0,4.3,1.7,3.0,3.4,0.37,3.9,3.48817288492046
42.8,3.4,4.6,12.8,22.4,31.6,0.0,0.5,14.0,33.0,0.07,0.01,2.0,35.0,0.07,0.03,0.1,0.17,1.8,2.0,3.8,3.5,10.0,10.0,3.4,4.4,4.2,1.0,1.44,3.3,4.76811256331819
36.8,2.2,5.8,10.4,3.2,32.8,0.0,0.5,14.0,32.0,0.14,0.06,2.0,9.0,0.07,0.05,0.1,0.15,0.3,3.2,1.5,1.8,23.0,14.0,4.9,0.9,1.3,4.3,0.23,1.0,11.5879539056823
15.2,11.8,13.0,6.8,14.0,46.0,0.0,0.5,14.0,22.0,0.07,0.05,2.0,19.0,0.14,0.02,0.1,0.25,1.7,2.1,4.0,2.0,14.0,17.0,2.9,0.8,2.2,0.7,0.49,1.5,3.4018432324829
46.4,3.4,4.6,4.4,12.8,31.6,0.0,0.5,14.0,22.0,0.105,0.02,2.0,12.0,0.07,0.04,0.1,0.34,1.3,1.4,4.6,3.2,4.0,23.0,3.4,3.3,3.2,3.9,0.79,2.8,5.69672898917034
29.6,9.4,7.0,5.6,10.4,52.0,0.0,0.51,14.0,33.0,0.14,0.05,2.0,18.0,0.175,0.05,0.1,0.38,0.8,1.7,4.2,2.9,0.0,0.0,4.5,1.1,4.6,0.3,0.74,2.3,2.68183654039373
42.8,2.2,4.6,18.8,11.6,17.2,0.0,0.5,14.0,9.0,0.07,0.07,2.0,27.0,0.175,0.01,0.1,0.31,1.2,0.7,3.3,2.0,18.0,11.0,4.8,2.0,3.6,0.2,0.11,1.9,3.36138688379707
